user_id,item_list
7584,2462 9034 9216 1398 5489 188 2840 5751 24087 23448
2654,18687 7030 13954 16871 14723 9747 18081 22229 11855 3281
3417,2459 20345 8666 2501 5078 18778 22485 11242 10783 24075
2596,19874 13410 14684 20368 7913 5581 25760 16671 4911 19189
3200,7114 16897 16648 5475 4215 2220 15842 10176 10762 15394
5045,20345 17637 16324 5078 2459 18310 6652 15990 20553 12037
7452,13438 6865 10996 15377 15610 20373 4195 3418 16860 1055
3557,24948 11830 10653 10590 3341 11121 10198 22121 13226 14684
862,8094 5374 1943 24666 16890 10869 18999 19843 16206 13132
4190,2641 12474 2820 2300 24437 18114 21811 11914 22483 7130
7064,8597 5737 20355 5774 12290 7724 16738 16443 12943 19298
2331,1863 2996 4966 9591 14023 1825 21552 24410 17253 12826
2953,18848 21866 8251 20015 18168 13397 1958 17865 10675 11777
6291,6904 3497 21061 24075 895 17651 22155 18295 5469 3744
3026,8709 5032 12158 3037 19426 740 24958 15559 15182 17305
2852,12162 19823 11812 25834 24070 22655 4203 3264 22499 20479
4411,4203 7006 12082 5523 4257 24230 14564 7829 5185 6210
3378,10979 19709 7601 8544 3169 22313 19114 15830 21653 14751
7441,9934 15562 17948 25868 6741 10807 18987 19518 2638 24615
629,20950 533 18122 20562 4603 17813 8945 13074 5593 19389
2878,8709 18793 15559 20404 9769 16172 22356 9716 20300 5025
6657,15566 1275 4205 11854 7501 11987 16433 9072 8689 6217
2915,21384 19120 15830 23568 22617 16083 477 7601 8560 23666
2128,8268 24481 6844 22653 1818 15668 13149 5608 23064 1055
2512,12601 5044 11121 16793 10162 4476 8272 4588 19033 15691
6698,22411 20889 6502 22283 17452 11133 21698 18535 12302 14903
482,1863 9591 8560 5737 19049 21062 6654 6088 20711 17471
6552,18419 19874 5581 3525 7883 24355 13410 19189 21277 15363
4760,25675 25596 4257 2093 16647 15564 23888 21511 4241 6212
6238,5756 4115 13433 1998 18760 17114 7980 11550 17236 17313
272,25675 7202 4512 19401 12755 9438 19564 15564 11633 25260
6729,5044 13099 13845 3711 24355 9404 17462 10934 25819 21037
6324,13831 18776 12968 855 2161 16024 11220 11295 16363 10596
1332,22010 10345 10792 3630 823 1619 24577 761 18392 19825
2274,22438 201 16897 23981 2125 10762 3759 8758 23255 12802
7816,8538 19089 13923 3165 20146 8431 5178 13615 15245 6076
5312,20553 19007 20308 21624 5255 19427 8488 9135 7604 9752
1024,10269 22646 9438 15480 11792 5717 8285 15145 20750 9851
5008,10594 10345 9701 2492 5607 23154 1619 18392 5 22727
5835,8097 24243 747 4561 9062 20711 20361 20122 15010 4547
6172,10269 51 15234 25611 24481 10035 8229 3856 19401 3803
5399,5010 20191 15990 12037 10073 12826 17637 2304 7150 8268
3567,11848 3744 8529 21061 5469 18949 14155 4147 6164 20844
5349,5487 16112 4620 8686 18190 2868 13541 17162 3255 16805
3039,12663 16551 14225 18561 12407 2656 23547 17952 51 6123
7639,16011 5284 23534 24839 341 24033 4945 16124 4915 15054
1407,17517 1547 25890 15903 5187 25170 24901 3971 8709 22758
1164,25480 25044 13703 23906 16772 20969 23430 25585 1228 15691
826,1816 21085 9948 386 9145 6970 22363 20569 16116 1230
7837,21277 13867 19518 17664 8987 15166 3581 5510 21846 5187
5323,8524 23299 1639 7494 9243 8544 3165 13336 14303 16230
1372,4620 11663 6196 15145 8686 921 13237 8285 10009 18132
6345,10269 10919 14978 17990 9410 5942 12438 8822 4947 9438
7574,23711 25643 12742 17206 12840 4638 25064 25675 17064 24410
3075,4707 18190 10136 5899 2177 22191 7508 21281 4730 7096
6670,4787 4788 10865 24255 22998 2349 24794 22847 22308 13116
6859,5259 12407 1769 15001 24858 20404 23975 6369 3805 13935
192,15764 24093 8304 17820 5412 24484 18122 4803 24109 3997
4538,4796 15327 867 6108 19079 477 10514 3983 24793 6392
5407,22003 25903 6926 14418 21890 13308 5593 14746 10789 18246
2696,11868 2243 23600 18839 22522 19709 11603 23832 8538 16622
661,15333 8733 1611 21653 11868 6196 23056 13363 3206 24522
4951,18114 15587 9284 14220 12341 15335 17964 25491 22615 10579
405,25974 8660 8650 8651 8652 8653 8654 8655 8656 8657
2825,25407 11340 23154 10908 22010 16906 18392 1583 2426 2551
4914,14978 421 13363 13560 3410 21583 17168 21676 17348 25683
3480,2665 12409 23244 19524 17130 11363 24244 22853 8709 15973
1367,15903 8955 4390 6446 11951 7105 9041 9573 2692 11365
4790,25330 24508 1282 17346 20161 14635 9352 18499 6904 11381
7402,14317 1999 13159 2369 19720 18137 24794 25277 25356 2778
7430,13615 7944 13831 2610 2537 20565 19792 18322 25779 15963
320,25738 12601 15691 6446 4871 19852 679 5003 3198 16150
1184,21674 10653 17664 2812 12242 21973 5032 18640 974 5424
2267,3630 11419 7010 20087 11855 16945 8828 17523 14613 1573
6748,11871 1095 15636 8229 25890 13763 7426 3901 9819 5187
2799,5218 17717 20281 3188 21099 6799 19526 2341 12426 6698
4533,18512 21697 6612 17462 15562 12289 19874 8785 22653 8990
6609,23324 5044 25458 13797 14332 737 954 17462 14157 11770
5719,4940 1863 22645 11549 19822 22860 12289 962 6639 18344
6742,13147 13362 17171 12357 25138 23378 24508 1848 25044 7491
3370,20648 14863 1863 8560 24070 11961 4940 20317 20645 11252
1386,9580 654 13649 20416 7564 8860 19469 17156 20817 15616
4518,44 6319 18404 11848 1397 8529 3506 12713 12257 10592
2431,13463 7575 12061 18340 6041 5906 13541 10554 9438 23799
7888,19118 11792 5795 10530 12742 4055 5548 22588 6755 25643
2334,23600 18930 24128 23305 19709 20095 11900 9664 17723 9425
2872,7728 10908 12719 25138 861 25407 23862 25675 19303 23248
932,16215 15163 18872 23266 18905 15750 4153 24257 18822 11057
3743,18374 2109 11549 8538 8930 20301 15732 24810 21998 1197
5570,3580 2118 19875 11533 5032 4257 6208 25596 2665 8860
2388,4966 21552 21144 874 21125 6905 10384 8400 13797 1209
1577,195 12719 22554 25675 2678 1055 561 8990 23985 352
1255,4966 4940 1863 9591 22645 12289 14385 15906 23536 16552
4294,25645 19786 8676 4070 13118 5381 5942 22593 25693 20146
7713,4218 10328 15663 11307 21674 11717 5424 974 17685 16460
5659,5084 16489 14998 23269 15650 17586 15257 12454 21674 21952
1875,19167 4912 3231 2932 3619 14291 19239 17192 19135 18268
1105,8990 195 11459 12719 25111 23816 5152 19325 22224 12428
7479,3833 421 10786 12566 9695 18045 15679 24522 10675 23164
4450,22396 12235 13188 10710 8390 14740 24753 16814 471 5548
4048,4382 20308 16276 24197 2159 16241 12135 9018 25141 1258
3561,364 20108 9243 12273 17522 20148 8704 6239 6521 19398
5002,16394 12214 15234 5436 10653 8249 20095 10418 2613 14684
6198,1635 17923 19332 7094 2899 8375 6717 21035 2188 21654
3686,22040 21355 4871 10426 13081 16577 10620 17169 23007 2401
5175,12550 24075 20518 6760 15082 17810 14909 5562 817 19398
1323,4157 8242 22288 22474 7662 17586 25192 17843 11501 1343
5815,21042 16577 306 11197 21161 2375 12943 23996 11354 25827
1533,17209 4980 13136 9322 21920 12050 9733 10981 25407 6734
4750,21042 12943 21395 22594 306 19189 5930 16577 20834 8273
4802,17877 7329 15196 9041 17198 17451 13593 1463 21608 15234
2377,5859 12674 18126 962 12289 18893 23536 22656 22000 21556
4237,16073 8560 22059 11159 15906 10990 6239 25619 23666 17814
1066,22121 23141 5607 9701 10981 20410 4017 19033 9673 3743
4923,13424 8709 14488 14315 13502 1885 13765 12407 8467 13024
5359,3551 17860 8491 2426 13711 21413 25675 604 22410 9551
7880,8709 13609 14674 15182 5032 497 18793 12048 4936 13993
4304,23650 5838 15915 416 6078 21362 11535 25135 4957 1904
1985,275 8544 17514 8920 5593 14978 10979 9339 7338 525
2934,18326 25068 24484 4291 16828 991 16823 23071 19937 24520
7557,11504 10269 25387 13154 22021 7117 3418 18980 24420 1628
1733,25868 15691 8396 9477 8097 19263 10981 2274 3556 2638
1836,1689 21691 13950 19846 16264 9786 7809 4241 6419 1745
6620,25407 12158 23600 17462 19709 14225 17385 2513 13182 21085
2528,24070 16904 15789 19655 24197 11083 2232 16203 21857 20428
1556,9591 1947 18122 1863 15881 14605 13628 17813 4979 25665
5220,9395 1640 3261 6614 20581 5406 9826 12702 13134 2388
2583,6691 19427 25077 3529 22233 21135 20426 23004 15504 23796
3253,22554 195 12719 2678 11295 8990 17668 14382 10780 22224
4843,4625 4638 4779 6674 17206 25097 5859 25353 2697 12004
5259,21552 19079 6108 4620 18791 19704 10009 11803 5717 13837
3884,20844 23886 7368 23987 20314 7502 11311 1288 23447 15673
