user_id,item_list
1435,6734 23154 5607 17877 822 1965 400 6963 2205 2645
969,24355 19874 20308 8395 10418 18419 4502 17637 17668 7450
2662,5717 2333 13541 19114 18190 2868 10450 12341 9029 14373
45,19525 7494 11658 8894 16630 19332 23600 947 22464 9664
2725,25974 8660 8650 8651 8652 8653 8654 8655 8656 8657
2291,25345 2067 7151 21734 23690 7636 13351 24789 16140 20781
3931,14220 2910 4003 25508 867 21614 12742 19079 3242 10795
6421,10269 9438 25675 22554 10786 12061 9851 15564 13118 1888
155,23127 23417 10327 16220 9007 25335 477 4811 6759 18804
7686,19089 11900 7494 2426 15691 22121 25407 19709 13928 1240
1157,10887 11987 22300 14220 16901 18146 2641 16767 12742 7229
7484,5952 25596 2426 12050 12759 4541 3737 20330 25407 13065
5084,20108 16073 20290 1080 11072 19524 23583 8704 21552 13074
2693,16772 8990 25407 4878 15691 15196 23141 1240 22121 7095
1255,4966 21859 4940 2868 6217 23536 8920 6088 4804 2090
1230,18114 2839 13030 25335 22646 23711 13541 10450 23536 9218
5164,5942 17538 20608 12902 23168 11179 24061 3368 21132 10122
5233,19874 14684 24355 18419 7883 20308 4257 386 1714 22655
5389,6560 1417 7901 9064 4044 17265 23060 12153 4169 4880
5650,13703 24508 18173 6446 8990 25164 15595 1698 1463 17621
7881,14551 18404 11848 25407 15176 12700 1282 11189 16758 1228
1340,4430 5630 2648 23059 7534 22044 23027 6283 21252 10916
3102,10908 18392 10594 2492 6590 4697 10792 13065 6878 17156
4143,18793 5032 15182 9769 22655 11970 18649 15169 15559 8097
276,9486 6282 17483 18806 16628 24806 24912 4170 25882 18543
6627,942 19114 12061 25046 18804 1158 18132 9851 11987 14012
1418,14141 16651 11900 6940 8925 22897 24727 2712 16705 14720
1081,17069 25225 23193 9495 3836 12479 14404 16733 16265 472
3590,21616 377 11623 4404 12633 1798 12490 22429 9976 8478
1822,13079 21080 15434 8395 9851 999 20496 10649 9284 882
5547,25407 2426 1583 18392 10834 10594 15691 9701 16928 8316
6837,16577 19698 3333 4351 19852 16772 9298 3841 12792 11225
3787,23536 2333 10450 23127 6088 22356 12061 9218 12341 22646
3668,7117 7077 5890 21704 24024 21047 19317 16178 11540 15488
627,19525 16630 24209 11658 8894 12409 7494 20146 17723 11091
2137,25974 8660 8650 8651 8652 8653 8654 8655 8656 8657
3985,11192 11357 7686 13738 4714 23120 19705 4341 3491 14316
6311,7494 19089 16630 8894 19480 12602 12409 17257 20095 14895
2156,2426 10834 9555 1583 25407 23154 15691 6734 18392 16906
7477,21763 2452 1843 10398 11917 3027 9617 6421 14361 23254
3748,25974 8660 8650 8651 8652 8653 8654 8655 8656 8657
4640,20146 22121 19089 7494 25407 16630 22464 7908 3570 15691
6985,8304 17886 3710 4339 10890 10959 19707 24093 15764 24484
6903,18902 2868 23536 1863 10142 6088 9386 3983 13030 2333
2251,9555 2426 22010 8097 15691 8316 18392 3497 12214 10792
5928,11182 23342 21497 774 18303 19878 14024 13570 1047 14151
6725,23263 1879 11974 15774 8549 25245 23052 24673 2143 240
3673,22544 18939 7113 22499 2570 22655 1522 11656 9371 845
5518,13226 2485 19340 23468 12601 16577 3788 24862 15060 12254
1478,15770 12214 3475 13744 3505 1726 4874 19400 16934 13141
6451,14483 12061 8811 17707 13902 4254 13071 19393 10327 4209
4871,12759 21373 3775 19823 8675 19713 10311 16669 14808 12933
5800,18114 12341 4620 1564 22152 15335 18190 15145 14912 16370
1704,22395 20781 14561 7151 24789 8270 3555 7636 13351 20875
7876,19880 16119 14900 18630 8304 8311 12348 2853 16086 1733
7416,22554 24075 10786 12061 19401 25260 10269 15564 5942 3803
4913,9243 11792 24224 19781 21537 21975 11796 1051 22730 18692
4625,2426 9555 10594 10834 23154 18392 1583 12818 6734 5044
4662,8395 17637 24711 20308 11242 20345 19281 359 6791 15184
522,8395 5078 2459 16324 20553 3916 14386 359 17637 25857
6995,8304 8064 17820 15764 24093 5412 18569 10807 6897 4803
1817,9438 12061 25675 15564 13118 10786 22554 5942 3165 1888
4897,16577 6629 8868 9741 15196 21042 13388 13393 8972 17517
6897,20982 12409 22826 21141 4404 9768 1798 731 5913 5932
5801,12211 7494 3633 17723 3165 12409 19089 19709 17257 13433
7898,12161 20065 11940 20747 1885 8558 3456 14488 12376 12752
4371,2154 5200 14105 23959 22956 19427 13274 9163 14961 25716
6893,20933 21817 21514 24106 8641 15975 17306 13939 10142 2910
4368,25575 25974 8659 8650 8651 8652 8653 8654 8655 8656
6029,24355 8990 19089 8785 22121 25407 11220 8249 15691 3711
6994,22121 12409 19480 18317 13928 17257 23305 8894 13352 20146
1960,9851 12061 25675 23711 24075 12056 9438 180 1081 17858
7127,8544 10530 20031 1863 12061 882 8251 477 23711 19781
3314,20897 4055 25597 15759 11731 1039 14496 5520 24021 8779
3697,11284 14978 19089 23962 17723 13615 12890 14291 8430 11687
652,9591 18122 2996 8560 15906 3534 1863 22633 433 11384
356,11993 24146 14913 23417 2447 4811 180 25928 22671 12372
7703,17026 20095 22406 9637 19089 2236 8894 5720 19709 18909
100,24481 18886 14287 4766 5278 6760 20290 6329 24204 12537
1868,19846 18121 25964 5283 17889 21624 20212 17130 1205 22116
1016,18893 21859 10376 18506 25570 1530 217 9348 20686 6654
4876,25675 24075 12923 9438 15564 5380 18293 4241 23485 3803
4518,12257 16758 14551 24068 6319 11189 44 19237 16535 18404
3586,1641 2652 14233 4943 16079 17613 6757 269 4358 20568
751,13954 1750 16301 20269 13018 312 591 14799 15119 9816
1426,8894 19089 12409 16630 20146 3165 23600 7494 3570 23481
6709,2426 10834 25407 9555 6734 1583 8316 18392 22848 15691
901,11295 18317 18173 12409 8894 23600 19089 20095 7494 5522
1469,13503 13806 19641 20330 25133 4541 20974 15976 13663 1085
996,14684 10073 24197 20308 21813 18419 7816 24355 23248 7538
7753,11083 25924 4257 10418 4502 20544 11737 4280 19874 7883
