user_id,item_list
1404,5581 18419 15363 7883 10418 19874 14684 1816 14137 15754
5908,11231 5254 19489 11093 11283 11694 12241 11175 17736 8588
1978,14210 10675 7718 6010 23001 25116 9591 21552 22003 9925
5942,4825 11925 23109 4150 4222 15144 13686 22196 1464 12632
667,25631 20095 2665 2236 8097 10035 24900 13294 8990 5803
1284,6088 9386 12293 9315 16996 13541 10789 24764 19312 5498
1141,11197 306 21042 25133 24032 625 5930 21395 12943 18924
3290,3497 4147 588 21061 3744 8986 8337 12486 7642 12992
7242,17209 9733 4980 11340 13136 16173 4837 6708 5 654
2649,18851 8860 597 22171 20974 22010 3758 18202 3832 12399
7281,9555 10594 10834 23154 16928 13711 8097 10981 12818 22848
6713,6865 24300 25698 19028 388 5491 3418 7117 7835 19317
5008,10594 2492 23154 10345 9701 5607 5 2426 1583 1619
2553,2426 15691 25044 23141 5044 7095 6446 8990 9649 1583
5379,17842 20314 7502 11383 18949 1288 11311 9010 21863 5429
1853,13384 2317 17033 10364 15235 8400 21105 15054 12928 1825
188,10747 1095 9819 12845 11823 17133 3901 5966 6212 9042
6134,3348 9851 11796 1377 11792 18814 4627 25430 4560 21492
3500,18293 6632 22750 22128 25046 18804 7337 20277 6294 3337
3010,18528 21854 3599 25489 2333 3983 22646 19114 24075 13541
5747,14564 14626 23004 18462 6549 20367 7006 6358 22649 7829
2176,11716 8686 5487 19766 16112 4620 23258 16281 24522 24481
664,7086 13065 25430 13586 15169 3230 7642 681 2761 7981
5543,24328 2697 10979 4779 2751 5859 18893 17206 17633 21493
868,6904 4241 18293 9438 24075 14595 23485 10786 12923 3803
1558,10054 11855 15635 7030 21511 15374 2840 10785 7109 24794
7240,9664 16630 23600 24209 24535 23346 18984 4549 18489 20095
1161,25044 4824 22592 23906 1848 25585 22121 2426 17195 19119
1123,24075 23737 17680 22438 4737 201 16897 8388 23255 19164
5647,14945 14183 22964 5124 519 4724 18964 24040 3345 2509
5387,7363 484 3812 18798 25013 6044 7856 7103 2001 6191
7379,17637 16324 2459 20345 19874 2304 9018 14386 2835 24711
3037,11366 21022 24109 17820 17284 23448 10807 10394 10902 9703
4262,484 13226 23651 23468 10162 21021 19340 7292 2877 3921
6210,893 19089 5406 7832 11800 23189 4833 20581 15927 7628
1358,20711 7992 23700 13352 14456 10444 1201 25289 11284 8568
722,3803 16770 8990 12923 4512 22554 23600 16630 5044 35
5589,5756 1712 1998 7585 4152 11550 19250 17870 17808 16904
7894,14684 4502 5581 1714 14137 3525 10418 10073 15363 24355
6326,13374 8769 20553 14684 14534 7412 11278 6612 2840 16475
4302,3556 18987 8538 2638 9934 15523 13869 4502 9135 22313
6560,561 5543 23299 22500 24950 25739 14433 16040 21799 12061
4969,25342 919 9819 22758 7030 893 5510 10591 9135 22288
2123,25974 8660 8650 8651 8652 8653 8654 8655 8656 8657
5517,25407 14838 9585 24766 13508 2576 21609 21973 8216 9146
1233,22548 14706 20300 19426 10305 7267 17819 4549 11528 15559
1985,8544 17514 275 14978 5593 525 7338 8704 9339 16073
6750,17877 18263 15691 12323 17198 23007 7329 20973 2086 10691
2717,5078 19655 22499 2570 19344 10753 19874 7113 18939 11068
5934,21062 25736 19049 9050 5593 12742 6088 11792 217 25570
4924,15691 23154 2426 1583 10834 10594 17209 18392 12050 13711
2701,8488 19427 20722 14479 8183 15234 8296 6022 13747 9438
3503,7820 20211 10380 20236 2823 762 8593 24199 14413 11339
1016,6654 6551 217 3873 18893 21062 14884 21859 25570 24340
5642,867 9243 13707 11731 21365 11796 19704 11518 12983 18380
4298,14039 25793 12229 9590 14632 15059 3306 16827 18342 7017
5023,6632 21342 18804 15915 942 22991 14202 7337 19620 5380
7237,16651 17229 1240 17819 13294 16630 17026 20541 7908 534
6165,16040 963 20950 6469 3810 8311 5543 15724 22138 942
7155,8304 24484 8064 18569 4803 5412 10807 24109 57 3997
2484,25868 749 20344 9934 8439 7313 3556 1424 21498 15691
6884,21793 4549 20988 14706 11658 19384 11960 10803 20711 3719
5421,5025 15778 8272 51 24075 17860 11238 3314 8300 8114
831,13118 21552 18545 10859 3314 11792 25675 23319 4068 15845
6572,8544 22511 21717 20148 110 21552 20496 141 2996 12004
399,5952 11533 15169 12050 13503 4366 17951 9769 6708 13663
819,3497 22554 18293 2995 21061 14354 14595 6164 25675 5763
960,15566 25675 20373 7835 24962 22757 15257 13340 19308 3418
3041,21428 12554 19429 25957 22359 5078 19605 17856 6894 4194
4804,12684 604 5495 3456 20240 10540 13424 11063 24655 2776
946,23204 18901 13138 23072 14225 5610 24366 1868 18234 15329
2195,17637 2459 18310 20345 15990 9942 22485 5078 130 19874
383,9438 22554 24666 5942 5374 12061 5448 16890 9851 7495
5631,21552 8920 23799 8733 14721 8363 14715 17162 17547 14081
1231,24735 23280 25645 8062 23370 7850 18718 22478 13207 20613
2934,10269 25675 18326 25068 16823 10099 4291 991 24520 18785
4450,13188 22396 12235 16814 10710 8390 7117 24753 13415 471
1038,13159 19720 20894 24975 2369 4352 12748 14317 18137 1999
3175,24355 19874 18419 24070 6612 4502 1714 24197 8712 15234
3781,14564 15749 14626 12082 6358 2734 3630 2765 10753 21304
4860,19010 15903 25044 1848 15691 6446 25407 22121 15196 16991
327,12038 12211 9699 3010 17925 19739 9645 3633 25205 1740
3977,22665 25736 16112 14946 12742 9282 15518 921 11987 13433
7284,14356 17860 8400 15691 7553 4476 23391 1240 9992 8183
2875,16462 25250 13107 24661 3653 19427 20001 11502 22375 7836
6373,861 7727 13711 9438 16906 25407 13136 24075 21123 12818
685,20031 18591 3980 10350 3581 942 10675 23299 3812 10753
3985,11357 13686 14316 25013 11192 19705 1211 4341 3905 4444
2337,9851 25675 10786 9438 15564 5942 8811 773 13118 15034
3536,7363 18798 2001 13226 484 7292 15137 3812 7710 22098
6704,22554 17723 4940 19089 3165 19792 6198 1821 23244 23799
499,1857 20322 23777 15263 19869 25566 10483 4586 25574 14535
3787,2333 23536 1863 15459 9337 12061 19114 23127 2090 5396
765,8097 4502 18404 5561 1641 588 23895 7063 18984 5744
440,21859 17621 5092 13797 17740 20897 12235 18995 18814 18404
6852,8709 13138 22548 5919 12158 10544 5259 2646 4956 919
7187,20301 10363 2688 21998 21583 3735 13463 24015 5934 11384
4049,1282 24355 16443 17160 20480 13052 9229 506 10780 1230
6081,2808 13402 3677 15903 11484 20043 3138 9637 5731 9864
7393,9591 9851 4940 6088 25675 21552 8251 13628 10786 8811
1326,4289 22023 24948 9830 11830 10590 3701 11785 13686 15325
38,1863 8560 4940 14385 13628 13818 1960 964 2090 21062
1497,13703 25044 25585 1436 24383 5044 1228 23430 16732 6446
4756,23109 14253 15144 9358 4150 2832 4222 22196 1566 19123
791,13159 14317 25277 25356 1999 4352 5991 18137 24975 12748
2995,5434 22435 21517 10613 21652 108 4646 1891 9181 7354
2816,4209 25693 4911 1714 11033 20368 14137 9657 25760 21973
3330,6494 153 13318 19332 19128 19792 25013 6198 25674 15543
3596,10269 4825 19123 11925 15144 914 20626 23109 10437 1211
5043,919 15903 11925 4825 23109 1705 14253 9358 14895 6198
0,25878 1447 15708 5161 11729 649 6915 20761 18150 13144
1292,5717 12056 18190 454 6812 18790 19114 9315 10514 18528
5311,6217 22665 109 16901 25648 8877 5146 6478 23000 13939
3091,3281 1830 24488 25381 3729 24009 22229 22848 21003 15969
6450,4241 15564 3803 12923 19875 7202 23816 18404 8990 12755
7497,5025 51 8300 15778 11238 394 8346 15182 17860 8709
1440,22554 12061 25260 195 10786 7728 8538 773 12923 24850
4314,25407 9555 23141 1583 12818 16928 23154 8990 10834 7991
7760,25974 8660 8650 8651 8652 8653 8654 8655 8656 8657
1290,4945 10747 16465 11871 6828 25083 12214 16522 20524 2838
2491,7267 20202 21471 4517 2996 9769 7612 4771 10990 15906
7373,22438 3631 201 17680 23981 16897 2125 3759 4737 10762
5070,454 17964 23380 18114 2291 9088 16088 14546 10788 12249
6539,23536 18190 2317 3983 1863 1960 19678 16805 8097 9591
662,15484 1588 5964 17835 13693 1495 17666 19429 12242 18732
2463,23481 23189 10537 21037 23600 8131 68 10035 11072 14383
3406,8304 8064 24093 24484 18569 17820 5412 10807 57 24109
5107,20750 2300 6088 13541 12341 23536 921 2090 18190 25028
4560,18538 20173 19089 2892 4502 9600 24355 20964 11535 11979
1140,68 9421 17525 18574 15564 5469 19792 3257 3497 20403
5822,12254 23154 16991 15204 484 2001 3921 5044 23651 12601
7083,5581 1714 17523 19874 16521 1632 964 15256 1055 6989
1821,23280 7708 25457 24163 4384 25645 22478 15959 18342 9174
934,19123 21119 19764 23989 10417 3266 13354 914 14965 7587
5506,19525 8431 20095 18930 16630 25873 17787 11091 7908 3721
4706,22121 11848 18317 11295 23305 17229 3656 9891 1068 13776
4139,3812 6446 19852 16577 9992 16772 13593 2001 194 13226
7309,16201 25101 8425 23517 15845 12614 21995 23439 1514 3999
4091,8544 13118 6208 9152 141 18798 3983 19189 3228 2996
7011,4194 6179 7913 21281 4892 5078 18469 424 4888 18930
5571,12230 4602 7839 16124 1803 25839 13373 21677 20963 20857
4288,4825 14253 11925 23109 22196 11464 14429 1464 11270 7869
2458,20308 9690 4257 8637 17668 21906 4629 22218 20479 14903
911,604 16228 22410 8491 19580 11340 7553 15169 3551 13711
3921,22438 201 2125 23981 16897 3759 10762 3631 8758 17561
6062,2352 13720 18867 16767 10287 23679 21715 3226 16976 24955
7386,19436 1258 16241 25924 24014 10396 14287 7598 5278 24481
5086,21674 7426 16489 16266 17558 23269 14998 9741 5084 14818
6875,1258 22500 17850 17168 10377 1082 15980 5418 24197 10530
1179,6555 3746 13571 7117 6865 203 15273 23759 15377 11504
312,7849 6662 16112 11716 16901 5717 11792 18114 8285 15327
3397,18263 17229 18452 3812 14272 15729 9673 20209 1685 7329
4872,2236 23547 21977 16629 10730 16708 681 4997 9585 378
6939,24546 16011 11702 12087 14104 4025 6418 24473 14506 14964
889,24075 5942 22554 7494 25675 15564 10786 19308 25693 10269
5202,8064 24093 8304 19525 24484 24109 5412 4803 8894 57
573,17143 4841 7307 22236 23154 2426 16496 10968 17565 18392
3680,22970 16818 8059 21932 14751 8517 19167 4205 21030 11729
2253,9690 10537 24059 14640 10073 21387 22674 17668 21630 3220
1202,15518 4775 6551 9243 25005 16610 14562 1258 20686 18141
7680,16150 17143 2570 19994 10968 14744 7307 21920 4841 22236
4979,12601 13226 6446 20688 4390 13081 2001 11121 484 2888
3072,919 893 3037 8558 21492 13424 22548 2297 1240 19426
5236,5581 4502 16324 5078 17637 2459 7883 3525 8395 9115
7728,19874 18419 5581 20308 18399 10418 386 1258 14137 15234
6031,1573 823 14564 6878 12844 9620 11892 25138 1366 18793
6952,11533 5 6239 1840 12096 10133 15124 10380 9526 11380
2534,5150 15196 9819 24456 24069 20553 9438 17546 19308 19973
4185,7494 9851 25675 10786 13118 22554 8538 1888 24894 12409
6200,7642 12486 588 19769 13097 7550 18671 14759 502 11885
777,18190 921 12341 13541 15327 23536 2868 8285 3337 9284
2422,22554 10269 19308 12923 12719 9438 12466 5543 7763 25679
3176,1863 2996 18122 11549 4940 4100 1960 8560 22645 14385
2298,14684 14158 7883 20553 9209 10418 24355 3525 7585 20308
5813,22342 2782 12740 12525 14060 13494 18611 10235 3689 21282
5879,15903 18776 17218 20841 17546 3812 15137 5150 3656 15234
1741,19468 17229 16535 3432 23426 4909 6319 15729 16772 18404
5839,18392 1783 5783 17760 9362 2145 16189 9476 11792 9753
3982,4257 6294 20146 18293 18399 10594 22712 980 21053 1904
7378,4257 18293 15844 22554 10491 18419 1345 6632 12214 14564
2050,6699 7555 21211 3393 24617 21756 13663 25573 22359 14640
2859,16775 8097 7144 24577 10747 11871 3037 15691 8229 4118
628,9282 3835 5546 3668 16767 5106 19079 562 10428 3804
7239,8304 15764 10807 8064 17820 18952 18569 4803 5412 16258
1157,16767 17162 16878 23258 7885 11741 5487 4528 12742 9797
6881,23536 15459 13541 2333 18190 22003 10450 3983 16805 4620
2408,25675 195 1960 10970 7728 20725 25676 4560 9842 1863
6882,3631 16897 2125 23981 3759 10762 23737 23255 17919 17680
6397,19753 6088 4775 25570 20901 16218 25459 13845 6654 6823
518,18190 13541 10450 5717 12341 6088 18528 20750 14912 4620
2890,7437 16991 16654 12700 4549 15842 10522 5572 7728 2904
6644,5581 15903 15234 17070 12214 24577 25133 11366 7583 25924
1998,17637 2570 24711 826 6500 364 11459 2507 20345 19993
5267,681 7063 2236 17787 5469 2174 7908 22464 16630 18984
203,13686 4289 4444 1211 8987 13867 1097 7512 14316 19705
954,3835 1480 24721 22535 13408 23258 7885 12550 10578 19766
1199,15764 24484 24109 10979 18569 8064 17820 4803 5412 4779
5983,15160 20498 9532 21917 8591 11214 25073 14945 24264 14183
6058,5283 2281 7839 20236 1871 24199 7846 3527 12643 2216
3003,20325 5637 18890 16046 21297 18324 7134 7511 8554 5696
3354,22848 4541 3737 22010 9091 4017 9701 20974 6734 358
4795,13711 7260 8990 7728 7095 8894 15691 3921 2643 6076
6098,7908 25873 11273 10841 22464 7896 12389 16630 18984 11091
6212,16772 11295 17229 3812 14356 8990 14272 7114 17013 9992
3567,3744 8529 18949 11848 5469 14155 20844 14354 681 21061
2988,7094 10269 25675 25472 8431 9438 20845 6486 4390 25407
4606,21617 24199 1912 14104 2465 19007 6 7680 4025 1871
