user_id,item_list
4026,16116 4940 23962 13693 25319 24457 20750 20308 19978 20180
3974,10269 25675 19874 22554 24985 23799 25760 13552 5284 12061
6357,3953 21035 16663 18123 1078 8138 10934 3429 4038 5785
754,17637 5581 7883 4502 10418 17151 14684 25632 14562 20345
820,23001 16496 14969 9555 2426 16150 2570 1240 6734 13558
325,20345 14684 16534 11242 359 8395 3084 6276 8808 11700
5175,14609 16065 24075 15082 23127 24810 24597 23628 17841 6114
5972,12554 22485 23992 10728 7149 23701 17317 25763 24578 20308
4410,6691 14626 17209 7883 17668 4296 11959 21304 24070 8712
7904,23253 24256 6097 24295 22294 9437 7115 5966 16465 6618
241,11369 11925 25973 14344 20003 10704 15572 23296 15625 2712
3229,4502 20308 24355 10418 10073 10753 1714 15234 25407 6952
3747,5581 7883 14684 4502 17151 20308 24355 12598 25632 1714
3859,25013 7494 14951 19128 11888 13692 9325 4100 7590 25698
7438,9851 20108 21552 19089 7639 17760 12061 5717 17525 415
133,3525 19874 22862 6770 11159 11536 22880 4381 16324 4282
116,14356 15374 3759 16045 19026 15691 3341 18392 8103 12601
7873,8544 1863 8538 22554 20148 466 8920 12061 22511 13628
5920,24075 10786 5487 13541 2910 4779 10979 6674 14385 12061
6691,14969 18945 23640 1092 18687 9862 23051 4354 1750 13954
1779,10999 24248 12107 11130 9690 17305 13410 8175 14158 7913
565,5152 23816 24724 19875 25133 1307 195 9122 9117 9119
1735,25596 13136 2426 2118 25407 23154 3737 15234 4213 15169
739,18293 195 25046 21552 22554 4257 22224 12719 25675 466
7556,4940 1863 8560 22645 13555 18122 15353 24849 1947 25338
5595,9625 22910 25974 8778 8769 8770 8771 8772 8773 8774
6173,2979 8667 7835 21128 851 16144 24102 2095 19028 3418
1857,4502 11979 10747 14684 4257 20146 1240 16798 12886 23600
3234,867 8679 4775 6654 9243 11951 20748 8955 16867 15518
2064,25974 8660 8650 8651 8652 8653 8654 8655 8656 8657
1041,5182 17795 20380 21547 13791 18241 16002 18780 8755 13609
2431,22556 12061 4209 23799 3236 5717 13463 22181 9152 16116
993,25407 12914 25675 25596 15691 22121 24577 4588 7002 6557
4682,9591 1863 533 12645 22633 22384 14347 6478 4307 16084
217,1080 4779 7235 22356 21750 14927 7070 2996 11792 3348
2004,18574 22171 20087 21966 5966 14711 1573 24958 21512 25596
6498,2064 11453 3206 24384 20785 7248 15145 6662 19079 21050
6754,5763 5469 8986 19769 6164 9221 895 10242 7361 5631
1011,17305 15910 4936 14674 6183 17333 3183 12189 20300 24388
6746,7095 2426 23141 10834 1583 19468 12818 16928 18392 10981
