user_id,item_list
6570,4825 16172 23989 17724 914 20658 22495 10081 17086 3037
3372,16810 25347 9060 352 25717 16631 15612 5936 3251 14420
6894,3737 2118 4366 654 13503 19092 3580 2907 19875 10834
7653,11083 8544 9327 21857 8769 16179 24410 12276 21316 9152
251,466 17717 21552 8529 15271 19526 17216 855 3613 8372
2719,1876 7257 10554 25314 25956 6242 11549 9591 23266 14433
2080,16112 11716 7885 3469 25491 24591 5487 9797 11987 9284
5652,22121 19750 11295 3921 8272 24274 9649 24069 21596 5044
5415,24985 913 12843 7883 13433 22701 4502 1816 21071 18886
4408,23481 14978 19910 5746 11730 477 466 8097 4175 11091
1592,12061 5942 24894 22554 25209 19089 10269 23481 9851 23563
5635,3835 8641 22280 749 22665 19114 25510 10428 24106 15975
1667,11083 11832 20308 8817 11737 1816 13470 22356 6612 22511
3733,17586 7426 16489 5084 9741 8229 10747 6629 13763 12454
3154,19049 3891 12770 8544 5548 9113 3009 16522 19661 2820
277,12341 20750 5717 18114 15327 6662 2839 25491 4335 5546
7557,7117 3418 11504 25387 6865 10269 13154 19028 15959 7835
3110,8097 7742 16394 12914 14684 24577 4502 6500 15363 19874
7213,3457 21112 24733 4945 22632 15180 12347 7359 6010 10506
4917,13686 4444 11357 3905 1097 22884 14253 15993 17745 14316
1166,12719 8990 195 7728 25347 5152 7564 2278 10604 695
4383,8538 12466 18512 17525 19089 5942 5044 1185 19525 20133
4434,12563 11592 21697 5235 17681 10963 2274 21693 17835 24075
1212,9733 9322 10792 1619 2492 3447 11991 13503 18452 22010
3391,5746 23536 3337 15459 22356 22003 15518 2868 5717 3835
4872,23547 2236 4997 21977 16629 378 10730 9585 16708 16504
753,6018 2243 9090 1972 1282 1290 24508 9798 895 14627
6792,23651 16218 24862 13226 15402 970 10162 23468 20308 19340
116,5044 14356 24274 3341 25459 11820 22121 7115 16991 15374
6461,9438 25675 13118 5942 23799 22554 12061 15564 15034 19308
6143,11502 25250 5255 19427 22799 15852 7678 6690 20596 8338
3773,21492 4956 8558 2646 18561 20404 25342 919 2297 12663
6046,23481 17923 466 6198 68 22500 9217 17093 15482 17257
4831,12923 25675 19564 12755 15564 23485 22554 10786 4241 15877
1643,10792 10345 17209 22010 6734 9322 23133 6878 18452 18392
2108,4502 10722 14684 8808 20544 8712 11700 13798 19970 6612
6414,2665 15512 17668 19089 2426 25407 12466 16630 35 20146
6003,6539 17842 17973 10496 24586 17391 4341 20844 19288 10406
7286,9851 4100 10786 3803 19308 21022 5942 18122 7494 1947
2637,454 23711 5717 6088 17162 15587 17964 6662 2090 23536
2821,5218 11202 17717 8272 443 8183 12839 21140 3656 15271
4666,3895 15257 7872 20373 11854 7313 9591 21704 24962 11504
3325,1863 25675 14564 4203 12742 8811 21464 19781 11731 19704
