user_id,item_list
1825,4048 23875 5724 21755 16860 15420 512 10643 9334 25434
5331,14879 16187 6952 11832 18107 10669 11436 5907 16405 8712
514,25407 10594 23154 1583 10834 17156 9555 15691 22848 8316
4065,19469 10457 19551 18759 2893 194 12856 7564 6104 20817
3067,25407 5952 6708 8860 15169 4837 20974 25133 4366 13586
1240,5717 11792 13541 21854 22646 4620 23127 23457 2333 12341
6638,11876 10981 14684 21712 6047 7547 5930 22499 18079 16058
406,18987 2274 8396 21605 2729 25407 25549 17525 17370 10994
2881,23862 22929 21773 12061 1665 8655 14483 1623 14065 2742
512,5915 1205 7442 20857 8805 3177 25839 12230 20212 17323
5981,13541 23536 2333 11792 12061 6088 22646 10786 9029 2868
1557,22121 25407 18317 15691 681 9649 2426 6734 7908 13294
4072,10786 22359 23711 4811 11792 16552 23127 4927 8811 637
1360,24075 9438 12558 5942 13118 2526 8538 25675 19308 24546
5852,8860 25407 11533 12786 21352 11943 6708 25596 5952 19875
7198,8094 21647 24666 24865 16492 5374 10869 13803 12973 23679
143,7668 20602 4023 1975 2939 11584 582 2663 177 18063
3505,4927 11067 21975 23056 11796 11792 19781 8544 4055 22730
296,19089 25407 11295 20095 23600 7494 16630 19709 15691 8097
5369,20180 6456 4896 19020 19875 24697 11731 15550 20576 13633
7494,22121 4390 4588 20063 8990 12319 15997 25407 10162 22594
6675,24075 15896 9438 22622 23799 24199 19089 25675 8538 762
2683,11855 16871 16301 21350 13954 1750 1092 23051 25407 23341
600,11295 5044 18317 20146 23600 19089 25407 9438 24075 12409
2639,17586 25890 444 5187 17370 8843 10054 8396 7981 5084
5953,20327 19812 20873 25479 6579 11068 18344 24040 12157 11985
1536,24075 25675 10269 22554 12061 17525 13118 15564 10786 19401
5645,2426 15691 23154 23141 9555 6327 13711 12818 6734 10834
109,10162 484 7049 7363 13226 23651 4664 13294 24862 2679
6712,13030 21854 9218 13541 18872 24756 7997 15459 15327 19114
2885,16577 23251 9017 11122 7002 21806 17143 18282 15 15729
2527,23536 6088 15459 18528 21854 2868 9284 23711 4620 9029
6634,6772 19123 23989 10729 25910 4711 19389 24268 11020 4402
3703,20345 5078 14684 22485 19874 20553 10418 6652 17637 16324
1770,23370 8062 4384 14727 18245 8680 20613 14459 19949 25457
1889,19874 18512 4152 1499 10769 20888 7883 5768 8521 11411
3674,17013 17647 23651 4533 10672 13669 21405 24376 7114 14119
5408,19089 4956 22121 22445 18984 14303 2646 8894 14653 179
5899,10269 9438 25675 22554 9851 10786 12061 5942 23799 13118
6621,20108 2922 23481 3530 11868 233 2267 7639 11512 15327
7715,16088 23457 24684 18599 20885 3831 16557 24747 3516 11617
6075,20857 21624 8805 1727 1959 7442 4752 1205 13343 6242
991,11558 25675 9819 10269 22554 6217 22121 8114 9085 13424
7351,9851 12061 23299 23711 11057 9591 22356 4561 17707 3037
1637,3230 1271 18054 25407 5044 23154 15691 9555 2426 1583
5195,1094 19480 14978 23628 6239 9438 3934 5562 8158 20518
6160,3518 16767 5871 12494 21871 24561 14658 10450 7997 20573
5282,16180 20301 14369 18884 18460 11660 2587 14484 10261 20038
4291,4620 19120 13541 2240 16034 7059 23358 4940 8544 7885
4830,22554 3803 25260 18293 15564 4512 23485 24075 19564 9851
1605,2388 24827 18367 24632 12214 15196 10753 21657 20841 7144
6028,3829 16781 10240 22343 5754 3390 972 2812 3281 11855
7722,4502 24355 5581 20308 18419 7883 17668 10418 4257 15234
7240,23600 16630 23346 18984 22121 18489 19089 12409 4502 20146
6065,9282 16112 11987 14220 3518 7229 9797 5871 21479 21871
3224,6981 14906 2322 13226 10162 23468 2001 3788 484 10076
5765,25675 9438 22554 3803 24546 4512 10786 7202 3683 17093
1784,8304 22292 24093 24484 3997 5412 15764 7471 5750 8064
1298,19874 10418 1714 4502 20308 7883 5467 1816 14684 22485
2482,21556 12742 19922 22300 16213 4528 11398 2641 13640 3348
2496,17156 2426 10594 25407 9322 17249 23154 10792 861 23001
2953,8544 8251 17760 4927 9664 1874 23909 18168 9339 9907
2240,17586 175 25890 444 5187 17370 8843 4805 8396 4343
995,3316 263 14982 10893 17227 19286 16035 20122 3929 3756
7487,23154 15691 10594 1583 6734 23141 16928 16906 22848 9701
5512,22224 7728 12538 1665 12719 10501 12992 5942 25675 6357
915,12061 23711 22646 5489 11987 5717 14220 25675 9497 3469
6754,5763 5469 3497 22564 2039 8986 19769 6164 18832 13887
5827,5815 17586 444 10994 7981 25741 20337 17370 14539 13763
5672,7885 11792 9284 15327 23258 4620 16878 5717 19922 23536
7911,25645 13207 7494 10377 16827 23457 11792 17093 16005 16943
7031,20411 10020 16703 24619 6688 25634 399 16335 25346 21011
5869,15196 17517 17546 6830 4476 17218 8990 9041 9511 16188
4605,10269 25675 9438 12061 9851 10786 22554 5942 7426 23799
4746,25539 25347 14420 13294 22121 391 25407 16394 2541 3497
1905,19935 25545 1282 25649 6018 5763 20920 25675 4512 7965
4459,20321 20308 6612 3556 16218 2579 24255 15415 20371 18512
1802,12087 22429 377 5076 762 644 2005 24546 7839 18459
3507,11792 16005 24075 8538 23568 9591 8114 19480 5119 3314
3401,9438 25675 5942 22554 15564 12061 19089 23799 13118 1888
5448,19007 11623 9520 1959 22398 10839 7839 1803 15240 1205
326,1022 9021 7260 16206 14509 18241 21942 11528 8231 13791
630,3299 7979 16882 4094 1911 21766 984 14341 15215 14948
6152,9438 25675 22554 5942 19089 12061 15564 13118 1888 3165
5500,25407 23154 10834 2426 18392 6734 22848 10908 11991 17156
7851,9135 24210 3527 12087 7839 14528 24199 21611 8805 21505
5388,23154 15691 10834 6734 16928 23141 16906 18392 9701 13711
7264,1712 4781 24294 5756 17114 17808 7980 22338 18760 6540
3782,6391 9897 7380 22144 11680 8268 16860 13090 1082 23088
3993,24484 14865 17820 24093 5412 857 12527 15764 18122 14821
4807,14488 8709 13231 13502 14315 12158 3456 8346 5032 3037
7927,24721 562 25508 20560 8686 3835 14129 9282 13408 17788
1481,17799 21226 15031 5153 18713 14466 15979 20997 16237 1580
1476,11357 23122 17200 20658 14965 1566 22884 19220 183 4825
6685,20301 12061 20582 21552 773 2468 23397 23127 7650 12056
7484,5952 25596 8860 12050 3737 2426 18452 2118 20974 25407
2810,23536 2333 2868 12341 9284 15327 22646 9029 11792 22003
5505,9807 2616 14356 15717 11050 24036 961 9645 23792 12100
632,3521 20916 17578 10674 12130 20095 23728 19089 19259 24337
6607,20912 23838 25486 14103 3181 14568 21033 13211 3828 917
7880,5032 18793 497 8709 13609 12048 15559 4936 23328 6689
841,15903 17517 3037 5032 459 9319 15910 15559 8097 8709
3127,562 9797 3518 10450 18528 20573 14658 22713 19196 7229
5104,23536 18190 5717 6088 10450 15459 4620 21854 11792 23711
4074,16897 5475 17919 21140 8758 2125 25480 21943 13490 23039
713,22375 16462 20722 11623 20308 20013 13433 24418 18612 23064
1145,14684 19874 5581 24355 22653 18419 15363 7883 4257 11089
1403,13225 22499 2570 5669 3551 17860 2650 18939 24068 7098
1941,12061 25675 25046 18045 25260 24075 10786 24410 18293 942
3134,4620 18190 15327 5717 23536 13541 921 2333 15335 16370
7456,15691 23154 10594 1583 8097 16906 13136 9322 9851 6734
7303,9591 15764 1863 17820 8064 24484 24109 8304 22845 8560
6722,2868 18190 11792 15459 4620 5717 23711 6088 10450 21854
2871,5218 18263 20281 15271 18452 19526 14272 17229 3812 7564
3248,21042 12601 25585 19852 4871 194 16150 12943 6734 10120
5868,1271 3230 11834 11542 20884 19142 10203 16767 4364 3047
448,562 7229 3047 4364 16767 14726 18528 5871 3668 24561
471,17720 15636 13497 444 251 20337 9819 13763 3901 16489
7324,11295 24355 9438 14684 20321 4502 4382 17668 18512 9018
462,16857 24093 3148 15125 15764 16084 24484 24075 5412 9187
1205,4738 304 4032 7839 3527 16787 175 377 2237 25766
3990,6125 22226 13226 12601 25407 8925 11830 7114 5497 2236
3967,7010 21458 23758 12891 16945 11536 10930 22772 20143 6501
2579,10269 25675 9438 10786 22554 9851 12061 5942 23799 25407
2857,14201 929 11119 3599 11729 7446 5904 6044 6360 5567
6464,7935 406 5785 610 1876 20977 8138 22798 10041 6831
6901,24209 20146 21433 21242 23217 12119 20095 7552 14903 19709
7111,14684 1714 19874 15363 24355 20308 4502 4257 8712 18419
7130,25732 5259 19304 20046 5612 25266 8569 6213 23871 6900
2329,14291 19480 13797 9339 24075 14895 19709 11730 19089 6239
6122,25675 22554 18293 8990 22128 6294 942 19620 23485 5152
214,24075 773 9438 10269 7494 12550 5942 21552 8894 17723
