user_id,item_list
1189,1824 1591 3036 23435 3541 2889 727 24065 19537 11670
6457,20496 8544 10786 25675 4927 25693 5717 23711 9029 12056
5315,2840 16281 14350 10281 24484 12940 3234 10446 2887 929
3856,14684 8395 4502 17668 7883 20308 19874 18419 24070 6612
2953,8544 8251 4927 3169 18168 22617 19480 22511 12710 11384
6302,11533 13586 5952 2118 15169 13663 25133 22801 25407 4541
3181,9438 23534 17808 13552 4115 11388 21136 24075 20553 11702
2530,5284 24033 13552 23534 913 6278 21071 303 2422 3442
2791,5717 25928 2468 19079 25693 19114 9284 14220 5119 8568
7262,15691 23154 9555 10594 10834 6734 1583 5044 23141 8097
760,23987 23886 7502 17845 20774 16400 15474 15365 12081 10842
94,14373 2333 21854 25693 13541 13030 19180 24561 2300 5717
4497,24075 25675 22554 5942 15564 10269 10786 23799 22121 8538
4068,8709 9769 5032 18793 3037 20300 24577 7267 8097 10544
4396,21042 16577 19933 16188 25360 17205 17134 13128 701 5292
2279,17517 22075 4118 15196 17586 15644 15903 7568 25712 16499
7516,24075 8704 5284 14188 23208 14638 25675 18256 22655 10847
1547,24355 4257 20308 25924 14684 1258 24197 12214 15844 22653
4346,22801 4366 5899 11533 13870 25596 2761 25013 22798 6691
304,23600 14291 16630 23481 20095 12409 11687 21552 14895 2665
3664,17877 8097 21373 8558 23154 24577 17229 12214 15691 23895
2817,19389 8544 14966 25333 4927 6766 18293 25520 3113 3293
3162,3497 7093 8709 9683 15559 5032 7267 13887 22065 12048
3596,10269 25675 9438 12061 9851 10786 22554 5942 8811 23799
4801,1863 4940 8064 22645 24484 15764 18569 1947 8304 4100
3361,681 19626 11295 10467 13928 15651 4997 18499 17468 19489
3636,21042 22731 25133 21161 21395 17070 9607 22348 5930 4257
1953,2426 15691 23154 9555 6734 10594 10834 23141 13711 1583
4106,16651 25407 1213 20541 7908 19875 3812 1240 17026 20095
3926,23536 13541 2868 15459 11792 6088 5717 4620 18190 9315
6210,19089 7832 23189 13294 25387 24420 893 17646 12183 7628
4978,9591 19118 19480 8251 4205 6254 4940 9077 18122 10979
2936,13231 8558 8709 14315 5032 8300 8346 10540 13789 1885
6896,3037 15559 12048 18793 9769 7267 19426 13424 22548 10544
6719,17156 16535 11848 20281 11480 24994 15271 24075 5218 22594
5546,25974 8660 8650 8651 8652 8653 8654 8655 8656 8657
7335,16522 24648 8699 5235 2838 6879 18129 19824 9934 4854
3071,12914 15691 20146 11533 25596 19089 8709 4878 19709 24093
3877,5717 6088 12341 15459 2090 23536 18190 13541 20472 20750
2825,25407 23154 1583 2426 18392 10594 10834 10908 9555 11340
2476,18317 7063 19089 13294 16705 8894 24075 8131 22121 2665
3239,7494 23600 2665 20095 12409 16630 19709 19480 3165 14895
2301,21007 18176 9970 9868 2300 20761 8078 9050 14462 9851
7775,5152 23816 8990 24724 195 21469 25685 17400 19850 7095
